,x,y,y_err
0,0.5967789660956835,8.112571477412992,0.16031433299516187
1,0.9210493994507518,3.5281507535035828,0.5131704002534166
2,1.1561839507929572,4.810233556268032,0.40153006420546367
3,1.7545175614749253,0.8923816409204828,0.3725340032332325
4,1.8249173045349998,3.1329519539885804,0.2713819168871542
5,2.268514535642031,3.533380342240384,0.2520603945135921
6,2.282632308789556,1.899339753421145,0.30851110551235084
7,2.504553653965067,2.8389634853640033,0.44065038289639835
8,2.8613933495037944,0.897139213463545,0.5377284208975874
9,2.9371404638882934,0.9500021971623305,0.3552111687390056
10,3.122612229724653,1.4570004408089257,0.4346568914811362
11,3.1728548182032092,1.0531856840280505,0.3929682762811064
12,3.2295891385317823,1.7101160514710747,0.41245175104779996
13,3.4317801615086942,0.06780647146499434,0.43734452549391245
14,3.617886556223141,0.4001911404170191,0.5211712188101286
15,3.9211751819415053,1.0044456338375285,0.1415974941662194
16,3.9804425533043144,-0.02239716279290921,0.48184142072166913
17,4.148262119536318,0.35714018107796974,0.221833187268437
18,4.23106460124461,0.36639252498026614,0.19711148028938544
19,4.258302902958279,-0.2037716612648512,0.3862284787457365
20,4.2635130696280825,0.45355009878645014,0.14785625830619356
21,4.308627633296438,-0.0548193800897883,0.5426634131375698
22,4.337011726795282,0.11108327975430068,0.4136244860256344
23,4.385722446796244,0.0540849716398754,0.4617081790949774
24,4.809319014843609,-0.4312348006897485,0.10806460334750842
25,4.830342642627043,0.030666125696340807,0.3972159397225212
26,4.936850976503062,0.048722618574951526,0.3783925961971444
27,5.018366758843365,-0.6043766524833851,0.17947982207236138
28,5.194851192598094,-0.9260557765005697,0.17653525756238655
29,5.3155137384183835,-1.4390642591929905,0.4477647643854554
30,5.318275870968661,0.05799768149762471,0.25938321319093816
31,5.513147690828912,-2.193997693799756,0.4459851477659098
32,6.1102351067758285,-2.1947728740847734,0.377191624858886
33,6.128945257629677,-2.0758572676790052,0.29447528706157233
34,6.239529517921111,-1.999849624872361,0.562566244806993
35,6.309761238544878,-1.0185751617918355,0.5208349984563582
36,6.344009585513211,-0.14032141851838215,0.27869878334158815
37,6.848297385848633,-2.4254549384445263,0.12179573189952028
38,6.964691855978616,-1.2744877066848395,0.25238403670554876
39,7.1946896978556305,-2.0952681197433956,0.29909284095899047
40,7.224433825702215,-2.1463349177943303,0.45247941522568114
41,7.244553248606352,-3.372705744124933,0.5976792410170088
42,7.290497073840417,-4.112730679459249,0.27795743285872976
43,7.379954057320357,-3.7206188619753884,0.4812739068927169
44,8.494317940777895,-4.859427930794116,0.39658845828111056
45,8.66309157883366,-3.4872956002047943,0.4458508993500886
46,8.933891631171347,-2.635479904147645,0.17556372617404012
47,9.441600182038796,-4.707007072196174,0.2994381463630783
48,9.807641983846155,-6.736002977308287,0.22042794886181225
49,9.85559785610705,-0.449575405747143,0.27172800702416244
